,user_id,grid_num,score_dif,time_constraint,in_distrib,time_x_distrib,push,time_x_push
2973,172,206,0,0.5,-0.5,-0.25,-0.5,-0.25
2974,167,304,0,0.5,0.5,0.25,0.0,0.0
2975,175,107,-1,0.5,-0.5,-0.25,0.5,0.25
2976,148,203,0,0.5,-0.5,-0.25,-0.5,-0.25
2977,172,403,0,0.5,0.5,0.25,0.0,0.0
2978,144,203,0,0.5,-0.5,-0.25,-0.5,-0.25
2979,175,304,0,0.5,0.5,0.25,0.0,0.0
2980,175,204,0,0.5,-0.5,-0.25,-0.5,-0.25
2981,148,102,-1,0.5,-0.5,-0.25,0.5,0.25
2982,172,101,0,0.5,-0.5,-0.25,0.5,0.25
2983,144,108,-1,0.5,-0.5,-0.25,0.5,0.25
2984,175,305,0,0.5,0.5,0.25,0.0,0.0
2985,172,408,0,0.5,0.5,0.25,0.0,0.0
2986,175,306,0,0.5,0.5,0.25,0.0,0.0
2987,172,401,0,0.5,0.5,0.25,0.0,0.0
2988,171,301,0,0.5,0.5,0.25,0.0,0.0
2989,175,207,0,0.5,-0.5,-0.25,-0.5,-0.25
2990,144,207,0,0.5,-0.5,-0.25,-0.5,-0.25
2991,172,302,0,0.5,0.5,0.25,0.0,0.0
2992,175,203,0,0.5,-0.5,-0.25,-0.5,-0.25
2993,148,105,0,0.5,-0.5,-0.25,0.5,0.25
2994,130,408,0,0.5,0.5,0.25,0.0,0.0
2995,144,403,0,0.5,0.5,0.25,0.0,0.0
2996,172,102,0,0.5,-0.5,-0.25,0.5,0.25
2997,175,407,0,0.5,0.5,0.25,0.0,0.0
2998,171,106,-1,0.5,-0.5,-0.25,0.5,0.25
2999,130,305,0,0.5,0.5,0.25,0.0,0.0
3000,144,305,0,0.5,0.5,0.25,0.0,0.0
3001,175,101,-1,0.5,-0.5,-0.25,0.5,0.25
3002,148,104,-1,0.5,-0.5,-0.25,0.5,0.25
3003,175,104,-1,0.5,-0.5,-0.25,0.5,0.25
3004,171,202,-1,0.5,-0.5,-0.25,-0.5,-0.25
3005,144,308,0,0.5,0.5,0.25,0.0,0.0
3006,130,307,0,0.5,0.5,0.25,0.0,0.0
3007,148,206,0,0.5,-0.5,-0.25,-0.5,-0.25
3008,175,206,0,0.5,-0.5,-0.25,-0.5,-0.25
3009,144,301,0,0.5,0.5,0.25,0.0,0.0
3010,175,303,0,0.5,0.5,0.25,0.0,0.0
3011,148,402,0,0.5,0.5,0.25,0.0,0.0
3012,130,102,0,0.5,-0.5,-0.25,0.5,0.25
3013,144,206,0,0.5,-0.5,-0.25,-0.5,-0.25
3014,148,201,0,0.5,-0.5,-0.25,-0.5,-0.25
3015,171,103,-1,0.5,-0.5,-0.25,0.5,0.25
3016,172,107,-1,0.5,-0.5,-0.25,0.5,0.25
3017,130,304,0,0.5,0.5,0.25,0.0,0.0
3018,175,404,0,0.5,0.5,0.25,0.0,0.0
3019,148,408,0,0.5,0.5,0.25,0.0,0.0
3020,130,406,-1,0.5,0.5,0.25,0.0,0.0
3021,172,207,0,0.5,-0.5,-0.25,-0.5,-0.25
3022,154,203,0,0.5,-0.5,-0.25,-0.5,-0.25
3023,171,302,0,0.5,0.5,0.25,0.0,0.0
3024,148,406,0,0.5,0.5,0.25,0.0,0.0
3025,130,405,0,0.5,0.5,0.25,0.0,0.0
3026,172,108,0,0.5,-0.5,-0.25,0.5,0.25
3027,154,303,0,0.5,0.5,0.25,0.0,0.0
3028,175,208,0,0.5,-0.5,-0.25,-0.5,-0.25
3029,144,202,0,0.5,-0.5,-0.25,-0.5,-0.25
3030,148,307,0,0.5,0.5,0.25,0.0,0.0
3031,171,408,0,0.5,0.5,0.25,0.0,0.0
3032,130,205,0,0.5,-0.5,-0.25,-0.5,-0.25
3033,172,404,0,0.5,0.5,0.25,0.0,0.0
3034,154,402,0,0.5,0.5,0.25,0.0,0.0
3035,170,105,0,0.5,-0.5,-0.25,0.5,0.25
3036,175,103,-1,0.5,-0.5,-0.25,0.5,0.25
3037,154,308,0,0.5,0.5,0.25,0.0,0.0
3038,172,204,0,0.5,-0.5,-0.25,-0.5,-0.25
3039,144,105,0,0.5,-0.5,-0.25,0.5,0.25
